Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2003,Regular Season,Arrowhead Stadium,2003-05-14,KC Wizards,1,1,New England,
2003,Regular Season,Dragon Stadium,2003-05-17,Dallas Burn,1,1,LA Galaxy,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-05-17,D.C. United,1,1,KC Wizards,
2003,Regular Season,Gillette Stadium,2003-05-17,New England,3,0,Chicago Fire,New England
2003,Regular Season,Empower Field at Mile High,2003-05-17,Colorado Rapids,0,2,MetroStars,MetroStars
2003,Regular Season,CEFCU Stadium,2003-05-17,San Jose,4,3,Columbus Crew,San Jose
2003,Regular Season,MAPFRE Stadium,2003-05-24,Columbus Crew,2,3,New England,New England
2003,Regular Season,Arrowhead Stadium,2003-05-24,KC Wizards,2,1,LA Galaxy,KC Wizards
2003,Regular Season,Giants Stadium,2003-05-24,MetroStars,2,1,Dallas Burn,MetroStars
2003,Regular Season,Benedetti-Wehrli Stadium,2003-05-25,Chicago Fire,4,0,Colorado Rapids,Chicago Fire
2003,Regular Season,Empower Field at Mile High,2003-05-31,Colorado Rapids,1,0,LA Galaxy,Colorado Rapids
2003,Regular Season,Dragon Stadium,2003-05-31,Dallas Burn,3,2,D.C. United,Dallas Burn
2003,Regular Season,MAPFRE Stadium,2003-05-31,Columbus Crew,1,1,MetroStars,
2003,Regular Season,CEFCU Stadium,2003-05-31,San Jose,1,4,Chicago Fire,Chicago Fire
2003,Regular Season,Gillette Stadium,2003-05-31,New England,2,2,KC Wizards,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-06-07,D.C. United,2,0,Chicago Fire,D.C. United
2003,Regular Season,Dignity Health Sports Park,2003-06-07,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
2003,Regular Season,MAPFRE Stadium,2003-06-07,Columbus Crew,1,0,San Jose,Columbus Crew
2003,Regular Season,Arrowhead Stadium,2003-06-07,KC Wizards,2,1,MetroStars,KC Wizards
2003,Regular Season,Empower Field at Mile High,2003-06-11,Colorado Rapids,0,0,D.C. United,
2003,Regular Season,Giants Stadium,2003-06-14,MetroStars,2,3,Chicago Fire,Chicago Fire
2003,Regular Season,Empower Field at Mile High,2003-06-14,Colorado Rapids,4,1,New England,Colorado Rapids
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-06-14,D.C. United,3,0,Columbus Crew,D.C. United
2003,Regular Season,Dignity Health Sports Park,2003-06-14,LA Galaxy,2,1,KC Wizards,LA Galaxy
2003,Regular Season,Dragon Stadium,2003-06-14,Dallas Burn,1,2,San Jose,San Jose
2003,Regular Season,Dignity Health Sports Park,2003-06-18,LA Galaxy,1,1,San Jose,
2003,Regular Season,Benedetti-Wehrli Stadium,2003-06-18,Chicago Fire,4,1,Dallas Burn,Chicago Fire
2003,Regular Season,Giants Stadium,2003-06-21,MetroStars,1,0,LA Galaxy,MetroStars
2003,Regular Season,Arrowhead Stadium,2003-06-21,KC Wizards,4,2,Chicago Fire,KC Wizards
2003,Regular Season,CEFCU Stadium,2003-06-21,San Jose,2,1,Columbus Crew,San Jose
2003,Regular Season,Dragon Stadium,2003-06-21,Dallas Burn,3,1,Colorado Rapids,Dallas Burn
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-06-21,D.C. United,1,1,New England,
2003,Regular Season,Empower Field at Mile High,2003-06-25,Colorado Rapids,2,2,LA Galaxy,
2003,Regular Season,CEFCU Stadium,2003-06-28,San Jose,0,0,KC Wizards,
2003,Regular Season,Gillette Stadium,2003-06-28,New England,3,2,Colorado Rapids,New England
2003,Regular Season,Dignity Health Sports Park,2003-06-28,LA Galaxy,3,0,Dallas Burn,LA Galaxy
2003,Regular Season,MAPFRE Stadium,2003-06-28,Columbus Crew,3,0,D.C. United,Columbus Crew
2003,Regular Season,Benedetti-Wehrli Stadium,2003-06-28,Chicago Fire,2,1,MetroStars,Chicago Fire
2003,Regular Season,Giants Stadium,2003-07-02,MetroStars,4,4,San Jose,
2003,Regular Season,Dragon Stadium,2003-07-02,Dallas Burn,1,3,D.C. United,D.C. United
2003,Regular Season,Empower Field at Mile High,2003-07-04,Colorado Rapids,3,2,KC Wizards,Colorado Rapids
2003,Regular Season,Dignity Health Sports Park,2003-07-04,LA Galaxy,2,2,New England,
2003,Regular Season,MAPFRE Stadium,2003-07-05,Columbus Crew,0,0,Dallas Burn,
2003,Regular Season,CEFCU Stadium,2003-07-05,San Jose,0,0,Chicago Fire,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-07-05,D.C. United,2,3,MetroStars,MetroStars
2003,Regular Season,Dignity Health Sports Park,2003-07-09,LA Galaxy,0,1,Colorado Rapids,Colorado Rapids
2003,Regular Season,Arrowhead Stadium,2003-07-12,KC Wizards,5,1,Dallas Burn,KC Wizards
2003,Regular Season,Gillette Stadium,2003-07-12,New England,3,3,MetroStars,
2003,Regular Season,Benedetti-Wehrli Stadium,2003-07-12,Chicago Fire,1,2,D.C. United,D.C. United
2003,Regular Season,CEFCU Stadium,2003-07-12,San Jose,0,2,Colorado Rapids,Colorado Rapids
2003,Regular Season,Gillette Stadium,2003-07-16,New England,1,2,Dallas Burn,Dallas Burn
2003,Regular Season,Dragon Stadium,2003-07-19,Dallas Burn,1,2,MetroStars,MetroStars
2003,Regular Season,MAPFRE Stadium,2003-07-19,Columbus Crew,0,1,KC Wizards,KC Wizards
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-07-19,D.C. United,1,2,San Jose,San Jose
2003,Regular Season,Benedetti-Wehrli Stadium,2003-07-19,Chicago Fire,3,1,New England,Chicago Fire
2003,Regular Season,MAPFRE Stadium,2003-07-23,Columbus Crew,1,1,New England,
2003,Regular Season,Benedetti-Wehrli Stadium,2003-07-26,Chicago Fire,2,0,KC Wizards,Chicago Fire
2003,Regular Season,CEFCU Stadium,2003-07-26,San Jose,3,0,Dallas Burn,San Jose
2003,Regular Season,Empower Field at Mile High,2003-07-26,Colorado Rapids,1,0,MetroStars,Colorado Rapids
2003,Regular Season,Gillette Stadium,2003-07-27,New England,2,4,D.C. United,D.C. United
2003,Regular Season,Dignity Health Sports Park,2003-07-30,LA Galaxy,2,1,Columbus Crew,LA Galaxy
2003,Regular Season,Arrowhead Stadium,2003-08-08,KC Wizards,0,1,San Jose,San Jose
2003,Regular Season,Dignity Health Sports Park,2003-08-09,LA Galaxy,3,1,Columbus Crew,LA Galaxy
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-08-09,D.C. United,1,0,New England,D.C. United
2003,Regular Season,Benedetti-Wehrli Stadium,2003-08-09,Chicago Fire,1,1,MetroStars,
2003,Regular Season,Empower Field at Mile High,2003-08-09,Colorado Rapids,2,0,Dallas Burn,Colorado Rapids
2003,Regular Season,MAPFRE Stadium,2003-08-13,Columbus Crew,2,2,Chicago Fire,
2003,Regular Season,Dragon Stadium,2003-08-13,Dallas Burn,0,3,San Jose,San Jose
2003,Regular Season,Giants Stadium,2003-08-13,MetroStars,0,0,KC Wizards,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-08-13,D.C. United,1,0,Colorado Rapids,D.C. United
2003,Regular Season,Gillette Stadium,2003-08-16,New England,1,1,San Jose,
2003,Regular Season,Empower Field at Mile High,2003-08-16,Colorado Rapids,2,1,Columbus Crew,Colorado Rapids
2003,Regular Season,Dragon Stadium,2003-08-16,Dallas Burn,3,2,KC Wizards,Dallas Burn
2003,Regular Season,Dignity Health Sports Park,2003-08-16,LA Galaxy,1,1,MetroStars,
2003,Regular Season,Benedetti-Wehrli Stadium,2003-08-16,Chicago Fire,3,1,D.C. United,Chicago Fire
2003,Regular Season,Benedetti-Wehrli Stadium,2003-08-20,Chicago Fire,1,0,LA Galaxy,Chicago Fire
2003,Regular Season,Arrowhead Stadium,2003-08-22,KC Wizards,2,2,Colorado Rapids,
2003,Regular Season,Dignity Health Sports Park,2003-08-23,LA Galaxy,2,1,New England,LA Galaxy
2003,Regular Season,Dragon Stadium,2003-08-23,Dallas Burn,1,2,Columbus Crew,Columbus Crew
2003,Regular Season,Giants Stadium,2003-08-24,MetroStars,1,2,Chicago Fire,Chicago Fire
2003,Regular Season,CEFCU Stadium,2003-08-24,San Jose,1,0,D.C. United,San Jose
2003,Regular Season,Gillette Stadium,2003-08-30,New England,5,1,Chicago Fire,New England
2003,Regular Season,Dignity Health Sports Park,2003-08-30,LA Galaxy,2,1,Dallas Burn,LA Galaxy
2003,Regular Season,CEFCU Stadium,2003-08-30,San Jose,1,2,Colorado Rapids,Colorado Rapids
2003,Regular Season,MAPFRE Stadium,2003-08-31,Columbus Crew,1,0,KC Wizards,Columbus Crew
2003,Regular Season,Arrowhead Stadium,2003-09-06,KC Wizards,1,2,MetroStars,MetroStars
2003,Regular Season,Empower Field at Mile High,2003-09-06,Colorado Rapids,2,1,Dallas Burn,Colorado Rapids
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-09-06,D.C. United,2,1,LA Galaxy,D.C. United
2003,Regular Season,Benedetti-Wehrli Stadium,2003-09-06,Chicago Fire,1,1,Columbus Crew,
2003,Regular Season,CEFCU Stadium,2003-09-07,San Jose,2,1,New England,San Jose
2003,Regular Season,Dignity Health Sports Park,2003-09-13,LA Galaxy,0,2,Chicago Fire,Chicago Fire
2003,Regular Season,Giants Stadium,2003-09-13,MetroStars,1,2,New England,New England
2003,Regular Season,Empower Field at Mile High,2003-09-13,Colorado Rapids,1,0,KC Wizards,Colorado Rapids
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-09-13,D.C. United,2,1,San Jose,D.C. United
2003,Regular Season,MAPFRE Stadium,2003-09-13,Columbus Crew,3,2,Dallas Burn,Columbus Crew
2003,Regular Season,Gillette Stadium,2003-09-18,New England,0,0,Colorado Rapids,
2003,Regular Season,Arrowhead Stadium,2003-09-20,KC Wizards,1,4,San Jose,San Jose
2003,Regular Season,Dignity Health Sports Park,2003-09-20,LA Galaxy,1,0,D.C. United,LA Galaxy
2003,Regular Season,Giants Stadium,2003-09-20,MetroStars,1,0,Columbus Crew,MetroStars
2003,Regular Season,Dragon Stadium,2003-09-20,Dallas Burn,2,0,Chicago Fire,Dallas Burn
2003,Regular Season,Giants Stadium,2003-09-25,MetroStars,0,2,D.C. United,D.C. United
2003,Regular Season,CEFCU Stadium,2003-09-27,San Jose,5,2,Dallas Burn,San Jose
2003,Regular Season,Dignity Health Sports Park,2003-09-27,LA Galaxy,1,2,KC Wizards,KC Wizards
2003,Regular Season,Gillette Stadium,2003-09-28,New England,3,2,Columbus Crew,New England
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-09-28,D.C. United,1,1,MetroStars,
2003,Regular Season,Empower Field at Mile High,2003-10-01,Colorado Rapids,1,1,Chicago Fire,
2003,Regular Season,MAPFRE Stadium,2003-10-04,Columbus Crew,1,1,D.C. United,
2003,Regular Season,Arrowhead Stadium,2003-10-04,KC Wizards,4,2,Colorado Rapids,KC Wizards
2003,Regular Season,Benedetti-Wehrli Stadium,2003-10-04,Chicago Fire,2,0,LA Galaxy,Chicago Fire
2003,Regular Season,Dragon Stadium,2003-10-04,Dallas Burn,1,4,New England,New England
2003,Regular Season,CEFCU Stadium,2003-10-05,San Jose,0,2,MetroStars,MetroStars
2003,Regular Season,Empower Field at Mile High,2003-10-10,Colorado Rapids,0,0,San Jose,
2003,Regular Season,Soldier Field,2003-10-10,Chicago Fire,2,0,Columbus Crew,Chicago Fire
2003,Regular Season,Giants Stadium,2003-10-11,MetroStars,0,0,Dallas Burn,
2003,Regular Season,Arrowhead Stadium,2003-10-11,KC Wizards,2,1,LA Galaxy,KC Wizards
2003,Regular Season,Gillette Stadium,2003-10-11,New England,1,0,D.C. United,New England
2003,Regular Season,Dignity Health Sports Park,2003-10-18,LA Galaxy,3,0,San Jose,LA Galaxy
2003,Regular Season,Soldier Field,2003-10-18,Chicago Fire,4,3,Colorado Rapids,Chicago Fire
2003,Regular Season,Arrowhead Stadium,2003-10-18,KC Wizards,1,0,Dallas Burn,KC Wizards
2003,Regular Season,Giants Stadium,2003-10-18,MetroStars,1,2,New England,New England
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-10-19,D.C. United,2,3,Columbus Crew,Columbus Crew
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-10-25,D.C. United,1,1,KC Wizards,
2003,Regular Season,Dragon Stadium,2003-10-25,Dallas Burn,4,3,Colorado Rapids,Dallas Burn
2003,Regular Season,Gillette Stadium,2003-10-25,New England,5,2,MetroStars,New England
2003,Regular Season,CEFCU Stadium,2003-10-25,San Jose,1,1,LA Galaxy,
2003,Regular Season,MAPFRE Stadium,2003-10-26,Columbus Crew,6,2,Chicago Fire,Columbus Crew
2003,Conference Semifinals,Robert F. Kennedy Memorial Stadium,2003-11-01,D.C. United,0,2,Chicago Fire,Chicago Fire
2003,Conference Semifinals,Giants Stadium,2003-11-01,MetroStars,0,2,New England,New England
2003,Conference Semifinals,Dignity Health Sports Park,2003-11-01,LA Galaxy,2,0,San Jose,LA Galaxy
2003,Conference Semifinals,Empower Field at Mile High,2003-11-04,Colorado Rapids,1,1,KC Wizards,
2003,Conference Semifinals,Arrowhead Stadium,2003-11-08,KC Wizards,2,0,Colorado Rapids,KC Wizards
2003,Conference Semifinals,Soldier Field,2003-11-09,Chicago Fire,2,0,D.C. United,Chicago Fire
2003,Conference Semifinals,Gillette Stadium,2003-11-09,New England,1,1,MetroStars,
2003,Conference Semifinals,CEFCU Stadium,2003-11-09,San Jose,5,2,LA Galaxy,San Jose
2003,Conference Finals,Soldier Field,2003-11-14,Chicago Fire,1,0,New England,Chicago Fire
2003,Conference Finals,CEFCU Stadium,2003-11-15,San Jose,3,2,KC Wizards,San Jose
2003,MLS Cup 2003,Dignity Health Sports Park (Neutral Site),2003-11-23,Chicago Fire,2,4,San Jose,San Jose
2004,Regular Season,Cotton Bowl,2004-04-03,Dallas Burn,1,1,Colorado Rapids,
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-04-03,D.C. United,2,1,San Jose,D.C. United
2004,Regular Season,MAPFRE Stadium,2004-04-03,Columbus Crew,1,3,MetroStars,MetroStars
2004,Regular Season,Arrowhead Stadium,2004-04-03,KC Wizards,0,0,Chicago Fire,
2004,Regular Season,Dignity Health Sports Park,2004-04-03,LA Galaxy,3,2,New England,LA Galaxy
2004,Regular Season,CEFCU Stadium,2004-04-10,San Jose,0,0,Chicago Fire,
2004,Regular Season,Dignity Health Sports Park,2004-04-10,LA Galaxy,1,1,D.C. United,
2004,Regular Season,Giants Stadium,2004-04-17,MetroStars,3,2,D.C. United,MetroStars
2004,Regular Season,Empower Field at Mile High,2004-04-17,Colorado Rapids,1,1,LA Galaxy,
2004,Regular Season,Gillette Stadium,2004-04-17,New England,1,3,San Jose,San Jose
2004,Regular Season,Arrowhead Stadium,2004-04-17,KC Wizards,1,0,Columbus Crew,KC Wizards
2004,Regular Season,Soldier Field,2004-04-17,Chicago Fire,0,2,Dallas Burn,Dallas Burn
2004,Regular Season,Dignity Health Sports Park,2004-04-24,LA Galaxy,2,0,Columbus Crew,LA Galaxy
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-04-24,D.C. United,0,1,Chicago Fire,Chicago Fire
2004,Regular Season,Cotton Bowl,2004-04-24,Dallas Burn,1,0,KC Wizards,Dallas Burn
2004,Regular Season,Empower Field at Mile High,2004-04-24,Colorado Rapids,1,0,San Jose,Colorado Rapids
2004,Regular Season,Giants Stadium,2004-04-25,MetroStars,1,1,New England,
2004,Regular Season,Gillette Stadium,2004-05-01,New England,2,1,LA Galaxy,New England
2004,Regular Season,MAPFRE Stadium,2004-05-01,Columbus Crew,0,0,Dallas Burn,
2004,Regular Season,Soldier Field,2004-05-01,Chicago Fire,3,0,MetroStars,Chicago Fire
2004,Regular Season,Arrowhead Stadium,2004-05-01,KC Wizards,2,0,Colorado Rapids,KC Wizards
2004,Regular Season,CEFCU Stadium,2004-05-01,San Jose,1,1,D.C. United,
2004,Regular Season,Empower Field at Mile High,2004-05-07,Colorado Rapids,0,0,New England,
2004,Regular Season,CEFCU Stadium,2004-05-08,San Jose,5,5,MetroStars,
2004,Regular Season,Cotton Bowl,2004-05-08,Dallas Burn,1,3,LA Galaxy,LA Galaxy
2004,Regular Season,Arrowhead Stadium,2004-05-08,KC Wizards,2,2,Chicago Fire,
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-08,D.C. United,1,1,Columbus Crew,
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-15,D.C. United,1,0,KC Wizards,D.C. United
2004,Regular Season,Giants Stadium,2004-05-15,MetroStars,1,1,Chicago Fire,
2004,Regular Season,Dignity Health Sports Park,2004-05-15,LA Galaxy,1,1,Colorado Rapids,
2004,Regular Season,MAPFRE Stadium,2004-05-15,Columbus Crew,1,0,New England,Columbus Crew
2004,Regular Season,Cotton Bowl,2004-05-15,Dallas Burn,1,2,San Jose,San Jose
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-19,D.C. United,2,4,LA Galaxy,LA Galaxy
2004,Regular Season,Empower Field at Mile High,2004-05-22,Colorado Rapids,2,1,D.C. United,Colorado Rapids
2004,Regular Season,Gillette Stadium,2004-05-22,New England,1,1,MetroStars,
2004,Regular Season,CEFCU Stadium,2004-05-22,San Jose,4,2,LA Galaxy,San Jose
2004,Regular Season,Arrowhead Stadium,2004-05-22,KC Wizards,2,0,Dallas Burn,KC Wizards
2004,Regular Season,Soldier Field,2004-05-23,Chicago Fire,1,3,Columbus Crew,Columbus Crew
2004,Regular Season,MAPFRE Stadium,2004-05-29,Columbus Crew,1,0,San Jose,Columbus Crew
2004,Regular Season,Gillette Stadium,2004-05-29,New England,0,1,D.C. United,D.C. United
2004,Regular Season,Soldier Field,2004-05-29,Chicago Fire,1,0,Colorado Rapids,Chicago Fire
2004,Regular Season,Dignity Health Sports Park,2004-05-29,LA Galaxy,4,1,Dallas Burn,LA Galaxy
2004,Regular Season,Giants Stadium,2004-05-30,MetroStars,1,0,KC Wizards,MetroStars
2004,Regular Season,Arrowhead Stadium,2004-06-02,KC Wizards,2,3,New England,New England
2004,Regular Season,Dignity Health Sports Park,2004-06-05,LA Galaxy,1,2,KC Wizards,KC Wizards
2004,Regular Season,Giants Stadium,2004-06-05,MetroStars,0,2,Dallas Burn,Dallas Burn
2004,Regular Season,Soldier Field,2004-06-05,Chicago Fire,3,0,D.C. United,Chicago Fire
2004,Regular Season,Gillette Stadium,2004-06-06,New England,1,2,Columbus Crew,Columbus Crew
2004,Regular Season,Empower Field at Mile High,2004-06-09,Colorado Rapids,0,1,KC Wizards,KC Wizards
2004,Regular Season,CEFCU Stadium,2004-06-12,San Jose,3,1,MetroStars,San Jose
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-06-12,D.C. United,0,0,Colorado Rapids,
2004,Regular Season,MAPFRE Stadium,2004-06-12,Columbus Crew,2,2,KC Wizards,
2004,Regular Season,Cotton Bowl,2004-06-12,Dallas Burn,3,1,New England,Dallas Burn
2004,Regular Season,Dignity Health Sports Park,2004-06-12,LA Galaxy,3,2,Chicago Fire,LA Galaxy
2004,Regular Season,Empower Field at Mile High,2004-06-19,Colorado Rapids,1,1,Dallas Burn,
2004,Regular Season,Soldier Field,2004-06-19,Chicago Fire,1,1,San Jose,
2004,Regular Season,Gillette Stadium,2004-06-19,New England,1,3,KC Wizards,KC Wizards
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-06-19,D.C. United,3,1,Columbus Crew,D.C. United
2004,Regular Season,Giants Stadium,2004-06-19,MetroStars,2,1,LA Galaxy,MetroStars
2004,Regular Season,Dignity Health Sports Park,2004-06-23,LA Galaxy,0,3,MetroStars,MetroStars
2004,Regular Season,Gillette Stadium,2004-06-26,New England,2,1,MetroStars,New England
2004,Regular Season,MAPFRE Stadium,2004-06-26,Columbus Crew,1,2,Colorado Rapids,Colorado Rapids
2004,Regular Season,Cotton Bowl,2004-06-26,Dallas Burn,1,1,D.C. United,
2004,Regular Season,CEFCU Stadium,2004-06-26,San Jose,1,1,KC Wizards,
2004,Regular Season,Soldier Field,2004-06-27,Chicago Fire,0,1,LA Galaxy,LA Galaxy
2004,Regular Season,Giants Stadium,2004-06-30,MetroStars,2,3,Colorado Rapids,Colorado Rapids
2004,Regular Season,MAPFRE Stadium,2004-07-03,Columbus Crew,2,0,Chicago Fire,Columbus Crew
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-07-03,D.C. United,6,2,MetroStars,D.C. United
2004,Regular Season,Arrowhead Stadium,2004-07-03,KC Wizards,5,1,Dallas Burn,KC Wizards
2004,Regular Season,Empower Field at Mile High,2004-07-04,Colorado Rapids,1,0,New England,Colorado Rapids
2004,Regular Season,Dignity Health Sports Park,2004-07-04,LA Galaxy,2,1,San Jose,LA Galaxy
2004,Regular Season,CEFCU Stadium,2004-07-07,San Jose,1,2,Dallas Burn,Dallas Burn
2004,Regular Season,Cotton Bowl,2004-07-10,Dallas Burn,0,0,Columbus Crew,
2004,Regular Season,Arrowhead Stadium,2004-07-10,KC Wizards,1,0,D.C. United,KC Wizards
2004,Regular Season,Dignity Health Sports Park,2004-07-10,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
2004,Regular Season,Giants Stadium,2004-07-10,MetroStars,2,0,San Jose,MetroStars
2004,Regular Season,Soldier Field,2004-07-11,Chicago Fire,1,1,New England,
2004,Regular Season,Gillette Stadium,2004-07-14,New England,3,1,Chicago Fire,New England
2004,Regular Season,Empower Field at Mile High,2004-07-14,Colorado Rapids,0,0,LA Galaxy,
2004,Regular Season,CEFCU Stadium,2004-07-17,San Jose,3,1,Colorado Rapids,San Jose
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-07-17,D.C. United,1,1,LA Galaxy,
2004,Regular Season,MAPFRE Stadium,2004-07-17,Columbus Crew,1,1,New England,
2004,Regular Season,Cotton Bowl,2004-07-17,Dallas Burn,0,1,KC Wizards,KC Wizards
2004,Regular Season,Soldier Field,2004-07-17,Chicago Fire,1,1,MetroStars,
2004,Regular Season,Giants Stadium,2004-07-24,MetroStars,2,1,Chicago Fire,MetroStars
2004,Regular Season,Cotton Bowl,2004-07-24,Dallas Burn,5,1,D.C. United,Dallas Burn
2004,Regular Season,Arrowhead Stadium,2004-07-24,KC Wizards,2,2,LA Galaxy,
2004,Regular Season,CEFCU Stadium,2004-07-24,San Jose,2,2,New England,
2004,Regular Season,Empower Field at Mile High,2004-07-24,Colorado Rapids,0,0,Columbus Crew,
2004,Regular Season,MAPFRE Stadium,2004-07-28,Columbus Crew,2,1,Dallas Burn,Columbus Crew
2004,Regular Season,Empower Field at Mile High,2004-07-28,Colorado Rapids,2,0,Chicago Fire,Colorado Rapids
2004,Regular Season,Arrowhead Stadium,2004-07-28,KC Wizards,1,2,MetroStars,MetroStars
2004,Regular Season,CEFCU Stadium,2004-08-07,San Jose,2,0,D.C. United,San Jose
2004,Regular Season,Gillette Stadium,2004-08-07,New England,2,2,Columbus Crew,
2004,Regular Season,Cotton Bowl,2004-08-07,Dallas Burn,1,0,Colorado Rapids,Dallas Burn
2004,Regular Season,Giants Stadium,2004-08-08,MetroStars,3,0,LA Galaxy,MetroStars
2004,Regular Season,Cotton Bowl,2004-08-11,Dallas Burn,0,3,New England,New England
2004,Regular Season,Soldier Field,2004-08-11,Chicago Fire,2,1,San Jose,Chicago Fire
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-08-11,D.C. United,3,1,Colorado Rapids,D.C. United
2004,Regular Season,Dignity Health Sports Park,2004-08-14,LA Galaxy,0,0,Columbus Crew,
2004,Regular Season,Arrowhead Stadium,2004-08-14,KC Wizards,0,2,San Jose,San Jose
2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-08-14,D.C. United,2,2,New England,
