Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2001,Regular Season,Cotton Bowl,2001-06-30,Dallas Burn,0,0,LA Galaxy,
2001,Regular Season,Arrowhead Stadium,2001-06-30,KC Wizards,3,0,Tampa Bay,KC Wizards
2001,Regular Season,Lockhart Stadium,2001-06-30,Miami Fusion,4,3,Columbus Crew,Miami Fusion
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-06-30,D.C. United,1,1,Colorado Rapids,
2001,Regular Season,Soldier Field,2001-06-30,Chicago Fire,3,1,MetroStars,Chicago Fire
2001,Regular Season,Cotton Bowl,2001-07-04,Dallas Burn,1,1,New England,
2001,Regular Season,Raymond James Stadium,2001-07-04,Tampa Bay,1,2,MetroStars,MetroStars
2001,Regular Season,CEFCU Stadium,2001-07-04,San Jose,1,1,Miami Fusion,
2001,Regular Season,Mile High Stadium,2001-07-04,Colorado Rapids,3,1,D.C. United,Colorado Rapids
2001,Regular Season,Rose Bowl,2001-07-04,LA Galaxy,0,2,Columbus Crew,Columbus Crew
2001,Regular Season,Arrowhead Stadium,2001-07-04,KC Wizards,0,7,Chicago Fire,Chicago Fire
2001,Regular Season,MAPFRE Stadium,2001-07-07,Columbus Crew,2,2,Dallas Burn,
2001,Regular Season,Lockhart Stadium,2001-07-07,Miami Fusion,0,3,MetroStars,MetroStars
2001,Regular Season,Raymond James Stadium,2001-07-07,Tampa Bay,2,3,Chicago Fire,Chicago Fire
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-07-07,D.C. United,0,3,LA Galaxy,LA Galaxy
2001,Regular Season,Foxboro Stadium,2001-07-07,New England,1,2,KC Wizards,KC Wizards
2001,Regular Season,Mile High Stadium,2001-07-07,Colorado Rapids,3,1,San Jose,Colorado Rapids
2001,Regular Season,Rose Bowl,2001-07-14,LA Galaxy,3,0,Miami Fusion,LA Galaxy
2001,Regular Season,CEFCU Stadium,2001-07-14,San Jose,2,1,Tampa Bay,San Jose
2001,Regular Season,Foxboro Stadium,2001-07-14,New England,1,3,D.C. United,D.C. United
2001,Regular Season,Arrowhead Stadium,2001-07-14,KC Wizards,3,2,Dallas Burn,KC Wizards
2001,Regular Season,Soldier Field,2001-07-14,Chicago Fire,1,0,Colorado Rapids,Chicago Fire
2001,Regular Season,Foxboro Stadium,2001-07-17,New England,3,2,LA Galaxy,New England
2001,Regular Season,MAPFRE Stadium,2001-07-18,Columbus Crew,2,1,MetroStars,Columbus Crew
2001,Regular Season,CEFCU Stadium,2001-07-18,San Jose,4,0,D.C. United,San Jose
2001,Regular Season,Cotton Bowl,2001-07-18,Dallas Burn,3,0,Tampa Bay,Dallas Burn
2001,Regular Season,Lockhart Stadium,2001-07-18,Miami Fusion,2,1,Chicago Fire,Miami Fusion
2001,Regular Season,Mile High Stadium,2001-07-18,Colorado Rapids,0,0,KC Wizards,
2001,Regular Season,Soldier Field,2001-07-21,Chicago Fire,2,1,Dallas Burn,Chicago Fire
2001,Regular Season,MAPFRE Stadium,2001-07-21,Columbus Crew,2,1,San Jose,Columbus Crew
2001,Regular Season,Raymond James Stadium,2001-07-21,Tampa Bay,1,2,Colorado Rapids,Colorado Rapids
2001,Regular Season,Lockhart Stadium,2001-07-21,Miami Fusion,1,1,New England,
2001,Regular Season,Giants Stadium,2001-07-21,MetroStars,2,1,D.C. United,MetroStars
2001,Regular Season,Arrowhead Stadium,2001-07-29,KC Wizards,2,0,New England,KC Wizards
2001,Regular Season,MAPFRE Stadium,2001-08-01,Columbus Crew,3,0,Chicago Fire,Columbus Crew
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-08-01,D.C. United,2,2,Miami Fusion,
2001,Regular Season,Arrowhead Stadium,2001-08-04,KC Wizards,1,3,Columbus Crew,Columbus Crew
2001,Regular Season,Raymond James Stadium,2001-08-04,Tampa Bay,2,0,San Jose,Tampa Bay
2001,Regular Season,Foxboro Stadium,2001-08-04,New England,5,1,Dallas Burn,New England
2001,Regular Season,Giants Stadium,2001-08-04,MetroStars,2,1,Miami Fusion,MetroStars
2001,Regular Season,Mile High Stadium,2001-08-04,Colorado Rapids,1,1,Chicago Fire,
2001,Regular Season,Foxboro Stadium,2001-08-08,New England,1,5,San Jose,San Jose
2001,Regular Season,Cotton Bowl,2001-08-11,Dallas Burn,3,0,MetroStars,Dallas Burn
2001,Regular Season,Foxboro Stadium,2001-08-11,New England,4,1,Miami Fusion,New England
2001,Regular Season,Soldier Field,2001-08-11,Chicago Fire,3,1,Tampa Bay,Chicago Fire
2001,Regular Season,CEFCU Stadium,2001-08-11,San Jose,2,2,Columbus Crew,
2001,Regular Season,Rose Bowl,2001-08-11,LA Galaxy,1,0,D.C. United,LA Galaxy
2001,Regular Season,Mile High Stadium,2001-08-12,Colorado Rapids,2,2,KC Wizards,
2001,Regular Season,Soldier Field,2001-08-15,Chicago Fire,1,2,Miami Fusion,Miami Fusion
2001,Regular Season,MAPFRE Stadium,2001-08-15,Columbus Crew,3,0,Dallas Burn,Columbus Crew
2001,Regular Season,Arrowhead Stadium,2001-08-15,KC Wizards,1,2,LA Galaxy,LA Galaxy
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-08-15,D.C. United,1,2,MetroStars,MetroStars
2001,Regular Season,Foxboro Stadium,2001-08-18,New England,2,1,D.C. United,New England
2001,Regular Season,CEFCU Stadium,2001-08-18,San Jose,0,1,Chicago Fire,Chicago Fire
2001,Regular Season,Rose Bowl,2001-08-18,LA Galaxy,5,1,Tampa Bay,LA Galaxy
2001,Regular Season,Lockhart Stadium,2001-08-18,Miami Fusion,4,2,Dallas Burn,Miami Fusion
2001,Regular Season,Giants Stadium,2001-08-19,MetroStars,0,1,Columbus Crew,Columbus Crew
2001,Regular Season,Arrowhead Stadium,2001-08-19,KC Wizards,3,2,Colorado Rapids,KC Wizards
2001,Regular Season,Cotton Bowl,2001-08-25,Dallas Burn,3,0,KC Wizards,Dallas Burn
2001,Regular Season,CEFCU Stadium,2001-08-25,San Jose,5,2,Colorado Rapids,San Jose
2001,Regular Season,Rose Bowl,2001-08-25,LA Galaxy,1,3,Chicago Fire,Chicago Fire
2001,Regular Season,Lockhart Stadium,2001-08-25,Miami Fusion,2,3,MetroStars,MetroStars
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-08-25,D.C. United,2,1,Columbus Crew,D.C. United
2001,Regular Season,Raymond James Stadium,2001-08-26,Tampa Bay,0,0,New England,
2001,Regular Season,Raymond James Stadium,2001-08-29,Tampa Bay,2,3,Dallas Burn,Dallas Burn
2001,Regular Season,Soldier Field,2001-08-29,Chicago Fire,2,1,Columbus Crew,Chicago Fire
2001,Regular Season,Robert F. Kennedy Memorial Stadium,2001-09-01,D.C. United,5,1,Tampa Bay,D.C. United
2001,Regular Season,MAPFRE Stadium,2001-09-01,Columbus Crew,4,1,New England,Columbus Crew
2001,Regular Season,Giants Stadium,2001-09-01,MetroStars,0,1,Chicago Fire,Chicago Fire
2001,Regular Season,CEFCU Stadium,2001-09-01,San Jose,3,0,KC Wizards,San Jose
2001,Regular Season,Rose Bowl,2001-09-01,LA Galaxy,3,2,Colorado Rapids,LA Galaxy
2001,Regular Season,Giants Stadium,2001-09-07,MetroStars,3,1,New England,MetroStars
2001,Regular Season,Mile High Stadium,2001-09-08,Colorado Rapids,0,2,LA Galaxy,LA Galaxy
2001,Regular Season,Arrowhead Stadium,2001-09-08,KC Wizards,1,0,San Jose,KC Wizards
2001,Regular Season,Lockhart Stadium,2001-09-08,Miami Fusion,3,1,D.C. United,Miami Fusion
2001,Regular Season,Soldier Field,2001-09-08,Chicago Fire,2,2,Dallas Burn,
2001,Regular Season,Raymond James Stadium,2001-09-09,Tampa Bay,1,2,Columbus Crew,Columbus Crew
2001,Quarter-finals,Soldier Field,2001-09-20,Chicago Fire,2,0,Dallas Burn,Chicago Fire
2001,Quarter-finals,Lockhart Stadium,2001-09-22,Miami Fusion,2,0,KC Wizards,Miami Fusion
2001,Quarter-finals,MAPFRE Stadium,2001-09-22,Columbus Crew,1,3,San Jose,San Jose
2001,Quarter-finals,Cotton Bowl,2001-09-23,Dallas Burn,1,1,Chicago Fire,
2001,Quarter-finals,Rose Bowl,2001-09-23,LA Galaxy,1,1,MetroStars,
2001,Quarter-finals,Arrowhead Stadium,2001-09-26,KC Wizards,3,0,Miami Fusion,KC Wizards
2001,Quarter-finals,CEFCU Stadium,2001-09-26,San Jose,3,0,Columbus Crew,San Jose
2001,Quarter-finals,Giants Stadium,2001-09-26,MetroStars,4,1,LA Galaxy,MetroStars
2001,Quarter-finals,Soldier Field,2001-09-29,Chicago Fire,2,0,Dallas Burn,Chicago Fire
2001,Quarter-finals,Lockhart Stadium,2001-09-29,Miami Fusion,2,1,KC Wizards,Miami Fusion
2001,Quarter-finals,Rose Bowl,2001-09-29,LA Galaxy,4,2,MetroStars,LA Galaxy
2001,Semi-finals,Lockhart Stadium,2001-10-10,Miami Fusion,1,0,San Jose,Miami Fusion
2001,Semi-finals,Soldier Field,2001-10-10,Chicago Fire,1,1,LA Galaxy,
2001,Semi-finals,Rose Bowl,2001-10-13,LA Galaxy,1,0,Chicago Fire,LA Galaxy
2001,Semi-finals,CEFCU Stadium,2001-10-14,San Jose,4,0,Miami Fusion,San Jose
2001,Semi-finals,Soldier Field,2001-10-17,Chicago Fire,1,2,LA Galaxy,LA Galaxy
2001,Semi-finals,Lockhart Stadium,2001-10-17,Miami Fusion,0,1,San Jose,San Jose
2001,MLS Cup 2001,MAPFRE Stadium (Neutral Site),2001-10-21,LA Galaxy,1,2,San Jose,San Jose
2002,Regular Season,Giants Stadium,2002-03-23,MetroStars,3,1,New England,MetroStars
2002,Regular Season,Cotton Bowl,2002-03-23,Dallas Burn,0,2,San Jose,San Jose
2002,Regular Season,Arrowhead Stadium,2002-03-23,KC Wizards,1,1,Colorado Rapids,
2002,Regular Season,Rose Bowl,2002-03-23,LA Galaxy,2,1,D.C. United,LA Galaxy
2002,Regular Season,MAPFRE Stadium,2002-03-23,Columbus Crew,0,2,Chicago Fire,Chicago Fire
2002,Regular Season,Giants Stadium,2002-03-27,MetroStars,0,1,Columbus Crew,Columbus Crew
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-03-30,D.C. United,2,0,Chicago Fire,D.C. United
2002,Regular Season,Empower Field at Mile High,2002-03-30,Colorado Rapids,1,0,San Jose,Colorado Rapids
2002,Regular Season,Empower Field at Mile High,2002-04-03,Colorado Rapids,2,0,D.C. United,Colorado Rapids
2002,Regular Season,Cotton Bowl,2002-04-06,Dallas Burn,2,1,D.C. United,Dallas Burn
2002,Regular Season,MAPFRE Stadium,2002-04-06,Columbus Crew,1,2,MetroStars,MetroStars
2002,Regular Season,CEFCU Stadium,2002-04-06,San Jose,2,1,New England,San Jose
2002,Regular Season,Rose Bowl,2002-04-06,LA Galaxy,2,1,Chicago Fire,LA Galaxy
2002,Regular Season,Empower Field at Mile High,2002-04-13,Colorado Rapids,1,2,MetroStars,MetroStars
2002,Regular Season,Arrowhead Stadium,2002-04-13,KC Wizards,2,0,San Jose,KC Wizards
2002,Regular Season,Rose Bowl,2002-04-13,LA Galaxy,1,1,Dallas Burn,
2002,Regular Season,CEFCU Stadium,2002-04-20,San Jose,2,0,Colorado Rapids,San Jose
2002,Regular Season,Giants Stadium,2002-04-20,MetroStars,0,2,Chicago Fire,Chicago Fire
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-04-20,D.C. United,2,1,KC Wizards,D.C. United
2002,Regular Season,MAPFRE Stadium,2002-04-20,Columbus Crew,0,2,New England,New England
2002,Regular Season,Cotton Bowl,2002-04-20,Dallas Burn,1,1,LA Galaxy,
2002,Regular Season,MAPFRE Stadium,2002-04-27,Columbus Crew,1,0,D.C. United,Columbus Crew
2002,Regular Season,Cotton Bowl,2002-04-27,Dallas Burn,1,1,KC Wizards,
2002,Regular Season,Rose Bowl,2002-04-27,LA Galaxy,0,1,Colorado Rapids,Colorado Rapids
2002,Regular Season,Benedetti-Wehrli Stadium,2002-04-27,Chicago Fire,2,2,New England,
2002,Regular Season,Giants Stadium,2002-04-27,MetroStars,1,1,San Jose,
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-05-04,D.C. United,0,3,Chicago Fire,Chicago Fire
2002,Regular Season,Arrowhead Stadium,2002-05-04,KC Wizards,1,2,LA Galaxy,LA Galaxy
2002,Regular Season,CEFCU Stadium,2002-05-04,San Jose,3,2,Columbus Crew,San Jose
2002,Regular Season,Giants Stadium,2002-05-04,MetroStars,1,2,Dallas Burn,Dallas Burn
2002,Regular Season,Empower Field at Mile High,2002-05-11,Colorado Rapids,2,0,KC Wizards,Colorado Rapids
2002,Regular Season,Gillette Stadium,2002-05-11,New England,2,0,Dallas Burn,New England
2002,Regular Season,CEFCU Stadium,2002-05-11,San Jose,2,1,MetroStars,San Jose
2002,Regular Season,Benedetti-Wehrli Stadium,2002-05-11,Chicago Fire,0,1,LA Galaxy,LA Galaxy
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-05-12,D.C. United,1,1,Columbus Crew,
2002,Regular Season,MAPFRE Stadium,2002-05-18,Columbus Crew,2,0,San Jose,Columbus Crew
2002,Regular Season,Arrowhead Stadium,2002-05-18,KC Wizards,2,1,LA Galaxy,KC Wizards
2002,Regular Season,Cotton Bowl,2002-05-18,Dallas Burn,3,1,Colorado Rapids,Dallas Burn
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-05-18,D.C. United,4,2,MetroStars,D.C. United
2002,Regular Season,Gillette Stadium,2002-05-19,New England,1,3,Chicago Fire,Chicago Fire
2002,Regular Season,Empower Field at Mile High,2002-05-22,Colorado Rapids,5,2,New England,Colorado Rapids
2002,Regular Season,Giants Stadium,2002-05-25,MetroStars,1,1,KC Wizards,
2002,Regular Season,Gillette Stadium,2002-05-25,New England,3,2,LA Galaxy,New England
2002,Regular Season,MAPFRE Stadium,2002-05-25,Columbus Crew,1,1,Dallas Burn,
2002,Regular Season,Benedetti-Wehrli Stadium,2002-05-26,Chicago Fire,1,1,San Jose,
2002,Regular Season,Empower Field at Mile High,2002-06-01,Colorado Rapids,3,2,LA Galaxy,Colorado Rapids
2002,Regular Season,Gillette Stadium,2002-06-01,New England,0,2,San Jose,San Jose
2002,Regular Season,Arrowhead Stadium,2002-06-01,KC Wizards,2,2,Dallas Burn,
2002,Regular Season,Benedetti-Wehrli Stadium,2002-06-02,Chicago Fire,5,4,Columbus Crew,Chicago Fire
2002,Regular Season,Rose Bowl,2002-06-08,LA Galaxy,1,0,Chicago Fire,LA Galaxy
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-06-08,D.C. United,3,2,New England,D.C. United
2002,Regular Season,CEFCU Stadium,2002-06-08,San Jose,3,0,KC Wizards,San Jose
2002,Regular Season,Cotton Bowl,2002-06-08,Dallas Burn,4,1,Colorado Rapids,Dallas Burn
2002,Regular Season,Gillette Stadium,2002-06-12,New England,1,2,Columbus Crew,Columbus Crew
2002,Regular Season,Empower Field at Mile High,2002-06-15,Colorado Rapids,1,2,New England,New England
2002,Regular Season,Arrowhead Stadium,2002-06-15,KC Wizards,2,0,D.C. United,KC Wizards
2002,Regular Season,Benedetti-Wehrli Stadium,2002-06-15,Chicago Fire,1,3,Dallas Burn,Dallas Burn
2002,Regular Season,MAPFRE Stadium,2002-06-15,Columbus Crew,2,1,San Jose,Columbus Crew
2002,Regular Season,Giants Stadium,2002-06-15,MetroStars,5,0,LA Galaxy,MetroStars
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-06-19,D.C. United,2,0,Colorado Rapids,D.C. United
2002,Regular Season,MAPFRE Stadium,2002-06-19,Columbus Crew,1,1,KC Wizards,
2002,Regular Season,Benedetti-Wehrli Stadium,2002-06-22,Chicago Fire,0,1,MetroStars,MetroStars
2002,Regular Season,CEFCU Stadium,2002-06-22,San Jose,4,0,Colorado Rapids,San Jose
2002,Regular Season,Arrowhead Stadium,2002-06-22,KC Wizards,3,2,New England,KC Wizards
2002,Regular Season,Rose Bowl,2002-06-22,LA Galaxy,3,0,Dallas Burn,LA Galaxy
2002,Regular Season,Giants Stadium,2002-06-26,MetroStars,0,1,Colorado Rapids,Colorado Rapids
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-06-29,D.C. United,1,0,LA Galaxy,D.C. United
2002,Regular Season,Gillette Stadium,2002-06-29,New England,0,2,MetroStars,MetroStars
2002,Regular Season,Cotton Bowl,2002-06-29,Dallas Burn,1,0,Columbus Crew,Dallas Burn
2002,Regular Season,CEFCU Stadium,2002-06-29,San Jose,2,1,KC Wizards,San Jose
2002,Regular Season,Gillette Stadium,2002-07-04,New England,4,1,Columbus Crew,New England
2002,Regular Season,Rose Bowl,2002-07-04,LA Galaxy,2,1,San Jose,LA Galaxy
2002,Regular Season,Empower Field at Mile High,2002-07-04,Colorado Rapids,3,2,Chicago Fire,Colorado Rapids
2002,Regular Season,Arrowhead Stadium,2002-07-04,KC Wizards,2,1,D.C. United,KC Wizards
2002,Regular Season,Cotton Bowl,2002-07-04,Dallas Burn,2,0,MetroStars,Dallas Burn
2002,Regular Season,MAPFRE Stadium,2002-07-06,Columbus Crew,2,3,MetroStars,MetroStars
2002,Regular Season,Gillette Stadium,2002-07-06,New England,2,0,D.C. United,New England
2002,Regular Season,Arrowhead Stadium,2002-07-06,KC Wizards,1,1,Dallas Burn,
2002,Regular Season,Benedetti-Wehrli Stadium,2002-07-07,Chicago Fire,2,1,Colorado Rapids,Chicago Fire
2002,Regular Season,CEFCU Stadium,2002-07-07,San Jose,1,0,LA Galaxy,San Jose
2002,Regular Season,Cotton Bowl,2002-07-13,Dallas Burn,2,1,San Jose,Dallas Burn
2002,Regular Season,Empower Field at Mile High,2002-07-13,Colorado Rapids,1,3,LA Galaxy,LA Galaxy
2002,Regular Season,Gillette Stadium,2002-07-13,New England,2,4,KC Wizards,KC Wizards
2002,Regular Season,Giants Stadium,2002-07-13,MetroStars,2,3,Chicago Fire,Chicago Fire
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-07-13,D.C. United,1,3,Columbus Crew,Columbus Crew
2002,Regular Season,Rose Bowl,2002-07-20,LA Galaxy,2,2,KC Wizards,
2002,Regular Season,Giants Stadium,2002-07-20,MetroStars,4,3,New England,MetroStars
2002,Regular Season,CEFCU Stadium,2002-07-20,San Jose,4,0,Dallas Burn,San Jose
2002,Regular Season,Benedetti-Wehrli Stadium,2002-07-20,Chicago Fire,0,0,D.C. United,
2002,Regular Season,MAPFRE Stadium,2002-07-20,Columbus Crew,1,1,Colorado Rapids,
2002,Regular Season,Gillette Stadium,2002-07-24,New England,2,3,Colorado Rapids,Colorado Rapids
2002,Regular Season,MAPFRE Stadium,2002-07-24,Columbus Crew,1,0,D.C. United,Columbus Crew
2002,Regular Season,Arrowhead Stadium,2002-07-24,KC Wizards,1,3,MetroStars,MetroStars
2002,Regular Season,CEFCU Stadium,2002-07-24,San Jose,1,0,Chicago Fire,San Jose
2002,Regular Season,Benedetti-Wehrli Stadium,2002-07-27,Chicago Fire,3,0,MetroStars,Chicago Fire
2002,Regular Season,Rose Bowl,2002-07-27,LA Galaxy,2,1,Columbus Crew,LA Galaxy
2002,Regular Season,Arrowhead Stadium,2002-07-27,KC Wizards,2,1,San Jose,KC Wizards
2002,Regular Season,Empower Field at Mile High,2002-07-27,Colorado Rapids,2,2,Dallas Burn,
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-07-27,D.C. United,0,1,New England,New England
2002,Regular Season,Benedetti-Wehrli Stadium,2002-07-31,Chicago Fire,0,0,D.C. United,
2002,Regular Season,Cotton Bowl,2002-07-31,Dallas Burn,0,1,KC Wizards,KC Wizards
2002,Regular Season,Giants Stadium,2002-07-31,MetroStars,2,3,Columbus Crew,Columbus Crew
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-08-10,D.C. United,0,0,KC Wizards,
2002,Regular Season,Cotton Bowl,2002-08-10,Dallas Burn,3,1,Chicago Fire,Dallas Burn
2002,Regular Season,Rose Bowl,2002-08-10,LA Galaxy,2,1,New England,LA Galaxy
2002,Regular Season,Empower Field at Mile High,2002-08-10,Colorado Rapids,2,1,Columbus Crew,Colorado Rapids
2002,Regular Season,MAPFRE Stadium,2002-08-14,Columbus Crew,3,2,LA Galaxy,Columbus Crew
2002,Regular Season,Benedetti-Wehrli Stadium,2002-08-14,Chicago Fire,5,1,KC Wizards,Chicago Fire
2002,Regular Season,Rose Bowl,2002-08-17,LA Galaxy,4,0,Colorado Rapids,LA Galaxy
2002,Regular Season,Giants Stadium,2002-08-17,MetroStars,1,3,Dallas Burn,Dallas Burn
2002,Regular Season,CEFCU Stadium,2002-08-17,San Jose,2,2,D.C. United,
2002,Regular Season,Arrowhead Stadium,2002-08-18,KC Wizards,0,4,Columbus Crew,Columbus Crew
2002,Regular Season,Gillette Stadium,2002-08-18,New England,0,2,Chicago Fire,Chicago Fire
2002,Regular Season,Rose Bowl,2002-08-21,LA Galaxy,2,1,KC Wizards,LA Galaxy
2002,Regular Season,CEFCU Stadium,2002-08-21,San Jose,3,1,Dallas Burn,San Jose
2002,Regular Season,Cotton Bowl,2002-08-24,Dallas Burn,1,0,LA Galaxy,Dallas Burn
2002,Regular Season,Benedetti-Wehrli Stadium,2002-08-24,Chicago Fire,1,2,New England,New England
2002,Regular Season,Empower Field at Mile High,2002-08-24,Colorado Rapids,3,0,San Jose,Colorado Rapids
2002,Regular Season,Giants Stadium,2002-08-25,MetroStars,1,0,D.C. United,MetroStars
2002,Regular Season,Gillette Stadium,2002-08-28,New England,3,1,Colorado Rapids,New England
2002,Regular Season,Arrowhead Stadium,2002-08-31,KC Wizards,2,1,Chicago Fire,KC Wizards
2002,Regular Season,Rose Bowl,2002-08-31,LA Galaxy,3,0,MetroStars,LA Galaxy
2002,Regular Season,MAPFRE Stadium,2002-08-31,Columbus Crew,0,0,New England,
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-08-31,D.C. United,4,2,San Jose,D.C. United
2002,Regular Season,Empower Field at Mile High,2002-09-01,Colorado Rapids,3,2,Dallas Burn,Colorado Rapids
2002,Regular Season,Cotton Bowl,2002-09-05,Dallas Burn,1,3,MetroStars,MetroStars
2002,Regular Season,Gillette Stadium,2002-09-07,New England,3,0,D.C. United,New England
2002,Regular Season,CEFCU Stadium,2002-09-07,San Jose,4,3,Columbus Crew,San Jose
2002,Regular Season,Benedetti-Wehrli Stadium,2002-09-07,Chicago Fire,1,2,LA Galaxy,LA Galaxy
2002,Regular Season,Giants Stadium,2002-09-12,MetroStars,0,1,D.C. United,D.C. United
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-09-14,D.C. United,2,1,MetroStars,D.C. United
2002,Regular Season,Cotton Bowl,2002-09-14,Dallas Burn,1,2,New England,New England
2002,Regular Season,Rose Bowl,2002-09-14,LA Galaxy,1,0,San Jose,LA Galaxy
2002,Regular Season,Arrowhead Stadium,2002-09-14,KC Wizards,1,2,Colorado Rapids,Colorado Rapids
2002,Regular Season,MAPFRE Stadium,2002-09-14,Columbus Crew,2,0,Chicago Fire,Columbus Crew
2002,Regular Season,Robert F. Kennedy Memorial Stadium,2002-09-19,D.C. United,3,4,Dallas Burn,Dallas Burn
2002,Regular Season,Empower Field at Mile High,2002-09-20,Colorado Rapids,1,1,KC Wizards,
2002,Regular Season,Gillette Stadium,2002-09-21,New England,3,0,MetroStars,New England
2002,Regular Season,CEFCU Stadium,2002-09-21,San Jose,0,1,LA Galaxy,LA Galaxy
2002,Regular Season,Benedetti-Wehrli Stadium,2002-09-22,Chicago Fire,2,1,Columbus Crew,Chicago Fire
2002,Quarter-finals,Cotton Bowl,2002-09-25,Dallas Burn,4,2,Colorado Rapids,Dallas Burn
2002,Quarter-finals,Rose Bowl,2002-09-25,LA Galaxy,3,2,KC Wizards,LA Galaxy
2002,Quarter-finals,CEFCU Stadium,2002-09-25,San Jose,1,2,Columbus Crew,Columbus Crew
2002,Quarter-finals,Gillette Stadium,2002-09-26,New England,2,0,Chicago Fire,New England
2002,Quarter-finals,Arrowhead Stadium,2002-09-28,KC Wizards,4,1,LA Galaxy,KC Wizards
2002,Quarter-finals,Empower Field at Mile High,2002-09-28,Colorado Rapids,1,0,Dallas Burn,Colorado Rapids
2002,Quarter-finals,MAPFRE Stadium,2002-09-28,Columbus Crew,2,1,San Jose,Columbus Crew
2002,Quarter-finals,Benedetti-Wehrli Stadium,2002-09-29,Chicago Fire,2,1,New England,Chicago Fire
2002,Quarter-finals,Gillette Stadium,2002-10-02,New England,2,0,Chicago Fire,New England
2002,Quarter-finals,Cotton Bowl,2002-10-02,Dallas Burn,1,2,Colorado Rapids,Colorado Rapids
2002,Quarter-finals,Rose Bowl,2002-10-02,LA Galaxy,5,2,KC Wizards,LA Galaxy
2002,Semi-finals,Rose Bowl,2002-10-05,LA Galaxy,4,0,Colorado Rapids,LA Galaxy
2002,Semi-finals,Gillette Stadium,2002-10-06,New England,0,0,Columbus Crew,
2002,Semi-finals,MAPFRE Stadium,2002-10-09,Columbus Crew,0,1,New England,New England
2002,Semi-finals,Empower Field at Mile High,2002-10-09,Colorado Rapids,0,1,LA Galaxy,LA Galaxy
2002,Semi-finals,Gillette Stadium,2002-10-12,New England,2,2,Columbus Crew,
2002,MLS Cup 2002,Gillette Stadium,2002-10-20,New England,0,1,LA Galaxy,LA Galaxy
2003,Regular Season,MAPFRE Stadium,2003-04-05,Columbus Crew,1,1,LA Galaxy,
2003,Regular Season,Dragon Stadium,2003-04-12,Dallas Burn,1,1,LA Galaxy,
2003,Regular Season,Empower Field at Mile High,2003-04-12,Colorado Rapids,1,2,San Jose,San Jose
2003,Regular Season,Giants Stadium,2003-04-12,MetroStars,0,1,Columbus Crew,Columbus Crew
2003,Regular Season,Arrowhead Stadium,2003-04-12,KC Wizards,3,2,D.C. United,KC Wizards
2003,Regular Season,Benedetti-Wehrli Stadium,2003-04-13,Chicago Fire,1,1,New England,
2003,Regular Season,CEFCU Stadium,2003-04-19,San Jose,1,1,KC Wizards,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-04-19,D.C. United,0,0,Chicago Fire,
2003,Regular Season,Gillette Stadium,2003-04-19,New England,1,2,Columbus Crew,Columbus Crew
2003,Regular Season,Giants Stadium,2003-04-19,MetroStars,1,1,LA Galaxy,
2003,Regular Season,Arrowhead Stadium,2003-04-26,KC Wizards,2,3,Chicago Fire,Chicago Fire
2003,Regular Season,Empower Field at Mile High,2003-04-26,Colorado Rapids,1,1,D.C. United,
2003,Regular Season,MAPFRE Stadium,2003-04-26,Columbus Crew,0,1,MetroStars,MetroStars
2003,Regular Season,Dragon Stadium,2003-04-26,Dallas Burn,1,2,New England,New England
2003,Regular Season,CEFCU Stadium,2003-04-26,San Jose,1,0,LA Galaxy,San Jose
2003,Regular Season,Arrowhead Stadium,2003-05-03,KC Wizards,2,2,Columbus Crew,
2003,Regular Season,Robert F. Kennedy Memorial Stadium,2003-05-03,D.C. United,0,0,Dallas Burn,
2003,Regular Season,Gillette Stadium,2003-05-03,New England,0,2,San Jose,San Jose
2003,Regular Season,Giants Stadium,2003-05-03,MetroStars,2,1,Colorado Rapids,MetroStars
2003,Regular Season,Giants Stadium,2003-05-10,MetroStars,1,0,D.C. United,MetroStars
2003,Regular Season,MAPFRE Stadium,2003-05-10,Columbus Crew,2,0,Colorado Rapids,Columbus Crew
2003,Regular Season,Gillette Stadium,2003-05-10,New England,2,0,LA Galaxy,New England
2003,Regular Season,Benedetti-Wehrli Stadium,2003-05-10,Chicago Fire,0,0,San Jose,
2003,Regular Season,Dragon Stadium,2003-05-10,Dallas Burn,1,3,KC Wizards,KC Wizards
